age,educational-num,capital-gain,capital-loss,hours-per-week,workclass
67,9,0,0,40,Private
24,14,0,0,40,Local-gov
53,16,0,1902,50,State-gov
37,14,4787,0,40,Self-emp-inc
44,10,0,0,40,State-gov
17,7,0,0,20,Private
47,11,0,1887,60,Private
62,6,2829,0,40,Federal-gov
39,12,0,0,60,Private
32,10,0,0,40,State-gov
25,13,0,0,40,Private
30,9,0,0,65,Private
47,14,0,0,50,Private
40,6,0,0,40,Private
38,9,0,0,40,Private
41,14,0,0,40,State-gov
21,10,0,0,20,Private
32,12,0,0,48,State-gov
54,4,0,0,50,Private
31,1,0,0,25,Private
42,11,0,0,40,Private
23,6,0,0,40,Private
18,9,0,0,33,Private
37,10,0,0,50,Private
53,12,0,0,40,State-gov
50,9,0,0,84,Private
64,9,0,0,40,Private
55,14,0,0,60,Private
63,13,7298,0,40,Private
53,10,4865,0,45,Private
18,7,0,0,40,Private
33,7,0,0,40,Private
62,7,0,0,40,Private
56,14,15024,0,48,Private
58,14,15024,0,43,State-gov
33,6,0,0,38,Private
58,9,0,0,45,Private
44,13,0,0,50,Private
81,4,1264,0,40,Private
28,9,0,0,35,Private
28,9,0,0,40,Private
43,13,0,0,45,Private
51,9,0,0,40,Private
23,10,0,0,52,Private
48,9,0,0,45,Self-emp-not-inc
45,13,15024,0,48,Self-emp-inc
48,6,0,0,70,Private
37,9,0,0,16,State-gov
34,14,0,0,50,Private
63,10,0,1902,60,Self-emp-not-inc
38,4,0,0,40,Private
29,9,0,0,40,Private
33,5,0,0,40,Private
47,3,0,0,40,Private
30,5,0,0,30,Private
35,10,0,0,40,Private
54,13,0,2415,40,Self-emp-inc
26,14,6849,0,50,Private
39,9,0,0,54,Private
34,9,0,0,40,State-gov
55,13,0,0,40,Private
33,11,0,0,76,Self-emp-not-inc
17,4,0,0,36,Private
27,6,0,0,38,Private
53,5,0,0,41,Private
43,10,0,0,40,Private
22,9,0,0,40,Private
52,13,0,0,50,Private
60,4,0,0,40,Private
55,13,15024,0,65,Self-emp-not-inc
39,9,0,0,40,Private
29,13,0,1848,40,Private
41,9,7298,0,50,Self-emp-not-inc
61,9,0,0,40,Private
71,6,0,0,40,Federal-gov
20,10,0,0,35,Private
33,13,0,0,40,Private
52,9,0,0,40,Private
40,10,0,0,40,Private
31,15,0,0,99,Local-gov
42,13,7688,0,50,Private
63,9,0,0,21,Private
53,7,0,0,45,Private
34,6,0,0,40,State-gov
48,10,1506,0,40,Private
49,9,0,0,24,Private
28,13,0,0,55,Local-gov
44,15,99999,0,60,Private
27,9,0,0,40,Private
49,3,0,0,20,Private
34,4,0,0,30,Private
27,13,0,0,35,Self-emp-not-inc
38,10,0,0,36,Self-emp-not-inc
24,13,0,0,40,Private
29,10,0,1719,48,Private
39,9,0,0,40,Private
50,14,0,0,40,Private
42,9,0,0,42,Private
44,14,0,0,40,State-gov
58,9,0,0,40,Private
25,10,0,0,50,Private
23,10,0,0,35,Private
20,10,0,0,40,Private
46,10,0,0,45,Self-emp-not-inc
21,9,0,0,35,Private
63,6,0,0,40,Private
38,12,4386,0,40,Private
27,10,0,0,55,Private
41,14,0,0,50,Private
43,13,99999,0,50,Private
39,13,0,0,40,State-gov
56,15,99999,0,45,Self-emp-inc
44,16,5013,0,60,State-gov
24,10,0,0,40,Private
49,12,4650,0,40,Private
38,11,0,0,70,Private
36,9,0,0,35,Self-emp-not-inc
50,9,0,0,40,Private
46,10,0,0,52,Private
41,13,0,0,10,Local-gov
46,8,0,0,40,Private
44,15,0,0,50,Private
35,10,0,0,50,Private
44,12,0,0,45,Self-emp-not-inc
51,9,0,0,50,Private
74,4,0,0,35,Local-gov
32,9,0,0,35,Private
22,10,0,0,30,Private
47,9,0,0,40,Private
32,8,0,0,40,Private
64,10,0,0,25,Federal-gov
44,14,0,0,25,Private
59,13,0,3004,40,Private
34,9,0,0,35,Private
54,13,0,0,40,Private
33,10,0,0,30,Private
44,2,3908,0,60,Private
31,10,0,0,40,Private
30,9,0,0,40,State-gov
18,7,0,0,17,Private
56,15,0,0,55,Self-emp-not-inc
24,9,0,0,40,Private
23,10,0,0,40,Private
51,7,0,0,40,Private
24,13,0,0,20,Private
39,9,0,0,40,Federal-gov
49,9,0,0,40,Self-emp-not-inc
42,14,0,0,45,State-gov
51,14,0,0,39,Local-gov
20,10,594,0,24,Private
49,6,0,0,40,Private
31,15,0,0,50,Private
41,10,0,0,40,Private
35,9,0,0,60,Private
35,11,4386,0,42,Private
46,14,0,0,8,Private
35,9,0,0,60,Private
21,10,0,0,20,Private
45,8,0,0,40,Private
37,12,0,0,40,Local-gov
45,12,0,1590,40,Self-emp-inc
18,6,0,0,24,Private
53,10,0,0,45,Self-emp-not-inc
24,13,0,0,40,Local-gov
35,9,0,0,40,Private
28,9,0,0,40,Private
50,9,7688,0,56,Private
38,9,0,0,50,Private
34,9,0,0,40,Local-gov
53,10,0,0,32,Private
46,12,15024,0,45,Private
50,10,0,0,45,Private
45,10,0,0,40,Private
29,11,0,0,23,Private
41,13,99999,0,40,Private
43,13,0,1977,50,Self-emp-not-inc
29,10,0,0,56,Private
53,10,0,0,45,Private
24,9,0,0,40,Private
35,9,0,0,40,Private
25,10,0,0,30,Private
43,11,0,0,56,Local-gov
38,6,0,0,45,Private
64,4,0,0,35,Private
37,13,27828,0,40,Private
48,9,0,0,35,Private
27,9,0,0,50,Self-emp-not-inc
45,13,0,0,40,Private
41,14,10520,0,38,Private
42,5,0,0,40,Private
29,13,0,0,50,Private
29,9,0,0,49,Private
71,13,0,0,30,Self-emp-inc
29,6,0,0,40,Federal-gov
23,13,0,0,16,State-gov
28,13,0,0,2,Private
55,13,0,0,40,Private
47,13,0,0,40,State-gov
33,9,0,0,40,Private
35,8,0,0,40,Local-gov
42,13,0,0,45,Self-emp-inc
33,9,0,0,40,Private
30,14,0,0,40,Private
37,10,0,0,40,Private
46,10,0,0,35,Self-emp-not-inc
42,9,0,0,40,Private
28,14,0,0,58,Private
36,9,0,0,40,Private
39,9,0,0,40,Private
27,9,0,0,40,Private
57,9,0,0,38,Private
50,9,0,0,12,Private
63,10,0,1887,40,Private
44,10,0,625,50,Private
38,6,0,0,40,Private
30,10,0,0,40,Self-emp-not-inc
20,10,0,0,25,Private
44,15,0,0,50,Self-emp-not-inc
24,9,0,0,40,Private
26,10,2354,0,40,Private
42,10,0,0,70,Self-emp-not-inc
54,9,0,0,40,Private
45,10,0,0,45,State-gov
37,2,0,0,40,Private
30,13,0,0,40,Federal-gov
36,10,7298,0,40,Private
19,5,0,0,50,Private
22,12,0,0,40,Private
65,9,0,0,40,Federal-gov
36,9,0,0,30,Self-emp-not-inc
22,9,0,0,40,Private
28,11,0,0,50,Private
30,13,0,0,40,State-gov
47,10,0,0,55,Private
29,10,0,0,40,Private
36,9,0,0,40,Private
30,13,0,0,40,Private
52,14,15024,0,60,Private
62,9,0,0,40,Private
42,14,0,0,55,Private
33,9,0,0,40,Private
17,7,0,0,26,Private
54,9,0,0,40,Private
41,9,0,0,40,Private
45,14,0,0,45,State-gov
37,10,0,0,15,State-gov
21,9,0,0,34,Private
29,13,0,0,40,Private
18,9,0,0,40,State-gov
62,9,0,0,40,Private
19,10,0,0,20,Private
62,4,0,0,35,Private
58,13,0,0,40,Local-gov
34,10,0,0,50,Private
62,7,0,0,50,Private
23,10,0,0,12,Private
37,13,4934,0,50,Private
42,12,0,0,46,Private
21,7,0,0,40,Private
41,13,0,0,40,Private
27,7,0,0,40,Private
37,13,0,0,40,Private
40,9,0,0,45,Private
62,4,0,0,40,Local-gov
29,10,0,0,40,Private
33,14,0,1977,50,Private
53,9,0,0,40,Private
64,11,0,0,40,Private
60,10,15024,0,48,Private
47,7,0,0,40,Private
45,14,0,0,40,State-gov
33,11,0,0,40,Private
29,13,5178,0,45,Private
57,4,3103,0,40,Private
19,9,0,0,35,Private
63,3,0,0,25,Self-emp-inc
42,12,0,0,40,Private
38,13,0,0,50,Self-emp-not-inc
34,6,0,0,40,Private
35,4,0,0,40,Private
38,13,0,0,8,Private
52,10,0,0,40,State-gov
32,10,0,0,40,Private
67,16,99999,0,60,Private
26,14,0,2001,40,Private
58,14,0,0,60,Private
48,11,0,0,40,Private
25,13,0,0,40,Private
25,13,4865,0,48,Private
25,10,0,0,50,Private
18,9,0,0,12,Private
36,9,0,0,60,Private
45,7,0,0,50,Self-emp-not-inc
34,9,0,0,40,Private
68,13,0,0,40,Self-emp-inc
37,10,0,0,50,Private
21,10,0,0,15,Private
49,10,0,0,40,Private
39,14,0,0,50,Local-gov
41,16,0,1902,40,Private
35,14,0,0,50,Private
29,10,0,0,40,Local-gov
54,13,7688,0,40,Local-gov
18,7,0,0,30,Private
30,10,0,0,40,Private
23,9,0,0,40,Local-gov
36,9,0,0,50,Private
34,10,0,0,45,Private
39,11,0,0,60,Self-emp-not-inc
26,6,0,0,40,Local-gov
78,10,0,0,40,Private
28,10,0,0,40,Private
51,10,0,0,40,Private
33,10,0,0,50,Local-gov
34,13,0,0,40,Private
33,15,7688,0,50,Self-emp-not-inc
28,14,0,0,60,Private
55,5,0,0,4,Private
30,11,0,0,45,Private
45,9,0,0,40,Private
46,11,0,0,40,Private
17,7,0,0,7,Private
40,7,0,0,40,Private
44,14,0,0,50,Local-gov
56,9,0,0,40,Private
69,12,0,0,40,Self-emp-inc
41,2,0,0,40,Private
47,7,0,0,40,Local-gov
33,7,3464,0,40,Private
25,13,0,0,20,State-gov
42,4,0,0,35,Private
24,11,0,0,40,Private
48,13,0,0,40,Federal-gov
82,4,0,0,40,Self-emp-inc
36,9,0,0,40,Private
34,15,10520,0,40,Private
28,9,0,0,40,Private
65,10,20051,0,40,Private
66,10,0,0,60,Self-emp-not-inc
40,10,0,0,30,Private
37,3,0,0,40,Private
34,13,0,0,40,Private
41,14,0,0,20,Self-emp-not-inc
43,14,0,1977,50,Private
20,9,0,0,45,Private
59,14,0,0,10,Private
48,9,0,0,40,Private
45,11,0,0,40,State-gov
28,9,0,0,48,Private
43,13,0,0,35,Private
18,10,0,0,15,Private
55,16,0,2179,60,Self-emp-inc
21,9,0,0,40,Local-gov
47,13,0,0,40,Private
45,12,0,0,40,Private
61,9,0,0,40,Private
23,6,0,0,40,Private
44,14,0,0,40,State-gov
45,9,0,0,50,Private
35,13,4101,0,40,State-gov
49,13,0,0,50,Private
40,13,0,0,40,Private
28,14,0,0,40,Self-emp-not-inc
33,10,0,0,60,Self-emp-inc
31,11,0,0,40,State-gov
38,12,0,0,40,Local-gov
62,6,0,0,35,Private
40,9,0,0,40,Private
61,9,0,0,40,Private
42,14,0,1902,40,Federal-gov
32,13,0,0,45,Local-gov
52,9,0,0,40,Private
34,9,0,0,40,Private
37,12,0,0,50,Private
30,13,8614,0,45,Private
27,11,0,0,40,Private
25,9,0,0,35,Private
32,10,0,0,50,Private
47,13,0,0,60,Self-emp-inc
43,10,0,0,38,Private
50,14,0,0,36,Local-gov
42,12,0,0,40,Federal-gov
31,7,0,0,30,Private
43,9,0,0,30,Private
37,9,0,0,17,Private
58,13,3325,0,40,Private
32,10,0,0,38,Private
35,14,0,0,38,Private
40,10,0,0,60,Self-emp-not-inc
39,9,0,1573,45,Self-emp-not-inc
51,14,0,0,55,Private
42,9,0,0,50,Private
27,10,0,0,40,Private
69,9,0,1429,30,Private
74,11,0,0,40,Private
36,12,0,0,43,Private
48,3,0,0,40,Local-gov
38,10,0,0,40,Private
68,5,1797,0,24,Private
40,15,0,0,40,State-gov
23,5,0,0,40,Private
48,9,0,0,40,Private
47,14,0,0,40,Local-gov
55,9,0,0,51,Private
22,10,0,0,17,State-gov
49,9,0,0,40,Private
51,9,0,0,40,Private
42,13,7688,0,40,Self-emp-inc
31,13,0,0,50,Private
67,9,0,0,24,Local-gov
59,14,0,0,15,Self-emp-not-inc
66,9,0,0,25,Private
28,11,0,0,60,Private
33,10,0,0,50,Self-emp-not-inc
44,13,0,0,55,Local-gov
39,14,0,0,45,Private
39,13,0,0,42,Local-gov
46,9,0,0,38,Private
19,1,0,0,36,Private
44,10,0,0,50,Self-emp-not-inc
24,9,0,2205,40,Private
48,9,0,0,42,Private
27,9,3137,0,50,Private
44,10,3325,0,35,Private
30,9,0,0,35,Private
32,13,0,0,40,Federal-gov
49,14,15024,0,78,Private
37,1,0,0,30,Self-emp-not-inc
24,13,0,0,60,Private
19,10,0,0,20,Private
20,10,0,0,10,Private
25,12,0,0,45,Private
29,10,0,0,40,Private
43,10,0,0,40,Private
35,12,0,0,40,Local-gov
47,10,0,0,48,Local-gov
53,9,0,0,40,Private
27,9,0,0,40,Private
32,9,0,0,40,Private
36,9,0,0,40,Private
55,4,0,0,80,Self-emp-not-inc
41,6,0,0,70,Private
49,16,0,0,63,Self-emp-not-inc
36,9,0,0,40,Private
62,13,2829,0,28,Private
44,9,0,0,72,Private
69,13,0,1258,40,Self-emp-not-inc
22,10,0,0,40,Private
36,9,0,0,25,Private
58,9,3464,0,60,Private
32,9,2407,0,40,Private
27,10,0,0,35,Private
35,9,0,0,40,Private
58,13,0,0,40,Private
18,10,0,0,20,Private
48,11,0,0,10,Self-emp-not-inc
22,6,0,0,40,Private
39,9,0,0,40,Private
47,13,0,0,60,Self-emp-not-inc
23,3,0,0,40,Private
40,11,0,0,36,Private
35,11,0,0,40,Private
41,10,0,0,40,Private
27,9,0,0,35,Private
58,14,0,0,50,Private
38,10,0,0,40,Private
40,13,0,0,40,State-gov
29,9,0,0,55,Private
28,11,0,0,40,State-gov
35,10,0,0,40,Private
18,8,0,0,40,Private
29,13,0,0,40,Private
25,10,0,0,40,Private
65,9,0,0,22,Private
19,7,594,0,15,Private
37,5,0,0,25,Private
22,9,0,0,40,Private
70,13,0,0,40,Private
21,10,0,0,32,Local-gov
21,10,0,0,40,Private
23,10,0,0,40,Private
46,9,0,0,40,Private
33,16,0,0,50,State-gov
36,13,7298,0,40,Private
42,13,0,0,60,Self-emp-inc
52,11,0,0,40,Private
60,10,0,0,40,Local-gov
57,4,0,0,40,Local-gov
35,13,0,0,40,Private
24,9,0,0,40,Private
37,13,0,0,55,Private
45,9,0,0,40,Local-gov
48,14,0,0,40,Federal-gov
22,7,0,0,42,Private
45,9,0,0,40,Private
32,9,0,0,40,Private
35,13,0,0,40,Private
22,13,0,0,40,Private
34,5,0,0,38,Private
25,9,4416,0,45,Private
39,10,0,0,40,Private
44,9,0,0,40,Federal-gov
33,2,0,0,40,Private
48,7,0,0,40,Private
58,9,0,0,40,Private
36,10,0,0,60,Private
53,9,0,0,55,Self-emp-not-inc
25,10,0,0,50,Self-emp-not-inc
21,13,0,0,30,Private
36,3,0,0,40,Private
51,9,0,0,40,State-gov
26,13,0,0,40,Local-gov
41,11,0,0,40,Private
23,13,0,0,40,Local-gov
20,10,0,0,25,Private
58,13,7688,0,50,Private
21,9,0,0,25,Private
32,13,0,0,50,Private
62,9,0,0,40,Private
43,11,0,0,60,Private
20,10,0,0,60,Private
23,10,0,0,20,Private
26,13,0,0,40,Private
33,15,0,0,60,Private
30,10,0,0,40,Private
63,4,3471,0,45,Private
45,9,0,0,40,Private
39,10,0,0,40,Private
26,9,0,0,30,Private
39,13,0,0,40,Private
34,13,0,0,42,Private
33,9,0,0,50,Private
26,10,0,0,40,Private
40,10,0,0,40,Private
49,9,0,0,40,Private
65,13,0,0,35,Private
19,7,0,0,20,Private
47,10,0,0,23,Private
24,10,0,0,20,Private
55,10,0,1977,45,Self-emp-inc
61,9,0,0,35,Self-emp-not-inc
47,13,0,0,50,Local-gov
64,9,0,0,40,Private
37,9,0,2339,40,Private
25,9,0,0,40,Private
41,10,0,0,55,Self-emp-not-inc
40,13,0,0,40,State-gov
21,11,0,0,20,Private
54,10,0,0,40,State-gov
47,9,0,0,40,Private
21,10,0,0,35,Private
32,10,0,0,40,Local-gov
32,10,0,0,30,Private
26,13,0,0,10,State-gov
23,10,0,0,40,Private
27,5,0,0,40,Private
29,10,0,0,40,Local-gov
43,10,0,0,40,Private
39,12,0,0,60,Private
47,9,0,0,37,Private
34,9,0,0,40,Local-gov
35,10,0,0,45,Private
20,10,1055,0,30,Private
36,9,0,0,40,Federal-gov
52,9,0,0,99,Private
38,9,0,0,40,Self-emp-inc
33,9,0,0,40,Private
18,9,0,0,35,Private
38,12,0,0,40,Private
56,10,0,0,50,Self-emp-not-inc
30,10,0,0,45,Private
35,10,0,0,50,State-gov
60,9,0,0,50,Self-emp-not-inc
20,3,0,0,40,Private
18,8,0,0,45,Private
19,10,0,0,15,Private
53,9,5013,0,40,Federal-gov
18,10,0,0,20,Private
44,5,0,0,45,Private
57,3,0,0,37,Private
40,13,0,0,70,Self-emp-not-inc
33,13,0,0,50,Private
19,3,0,0,36,Private
40,10,0,0,84,State-gov
20,10,0,0,40,Self-emp-not-inc
47,13,0,0,65,Private
41,9,0,0,40,Private
47,10,0,1887,40,Federal-gov
23,10,0,0,30,Private
49,10,0,0,70,State-gov
37,13,0,0,50,Self-emp-not-inc
67,9,0,0,40,Private
24,9,0,0,40,Private
39,9,0,0,50,Private
29,9,4386,0,58,Private
26,9,0,0,40,Private
33,10,0,0,10,Self-emp-not-inc
23,9,0,2339,45,Private
37,10,0,0,40,State-gov
30,14,0,1726,40,Private
41,9,0,0,40,Private
23,13,0,0,40,Private
47,12,0,0,40,Federal-gov
24,9,0,0,40,Private
39,9,0,2258,70,Private
33,9,0,0,60,Private
25,9,0,0,40,Private
40,9,0,0,40,Private
67,5,0,0,40,Private
55,9,0,0,18,Private
69,11,0,0,40,Private
34,9,0,1672,42,Private
52,15,15024,0,40,Private
47,13,0,0,40,Private
45,11,0,0,40,Private
23,13,0,1590,40,Private
41,13,0,0,40,Self-emp-not-inc
32,13,0,0,40,Private
57,14,0,0,60,Local-gov
34,13,0,0,40,Private
44,11,0,0,50,State-gov
46,9,0,0,48,Self-emp-not-inc
60,14,3325,0,35,Private
46,14,0,0,40,Local-gov
32,14,0,0,52,Self-emp-inc
44,14,0,1887,60,Local-gov
43,9,0,0,40,Private
48,7,0,0,42,Federal-gov
55,13,15024,0,60,Private
24,13,0,0,40,Private
65,10,0,0,20,Private
51,7,0,0,60,Self-emp-inc
42,13,0,0,40,State-gov
36,10,0,0,40,Private
19,6,0,0,30,Private
24,4,0,0,50,Self-emp-not-inc
52,9,0,0,40,Private
28,5,0,0,35,Private
42,13,0,0,40,Private
25,9,0,0,70,Private
53,12,0,0,45,Private
35,9,0,0,36,Private
20,9,0,0,40,Private
38,13,13550,0,40,Private
46,13,0,0,40,Private
58,9,0,0,40,Private
41,10,0,0,35,Private
66,9,2653,0,40,Self-emp-not-inc
38,10,0,0,40,State-gov
29,10,0,0,28,Private
39,10,0,0,40,Private
44,9,0,0,40,Local-gov
26,9,0,0,25,Local-gov
27,13,0,0,38,Private
29,16,0,0,80,Private
29,9,0,0,70,Private
47,10,0,0,45,Self-emp-inc
29,13,0,0,55,Local-gov
52,9,0,0,40,Local-gov
27,7,0,0,40,Private
29,12,0,0,40,Private
62,9,0,0,40,Private
72,9,0,0,25,Private
27,9,0,0,40,Private
38,10,0,0,55,Private
27,9,0,0,45,Private
49,14,0,0,60,Private
56,13,0,0,40,Private
52,15,0,0,40,Self-emp-inc
22,9,0,0,40,Private
37,13,0,0,40,Federal-gov
55,9,0,0,40,Private
38,10,0,0,65,State-gov
45,10,0,1340,50,Private
35,13,0,0,40,Private
21,10,0,0,60,Private
54,13,0,0,45,Federal-gov
19,9,0,0,40,Private
48,14,0,0,55,State-gov
41,9,0,0,40,Private
20,5,0,0,40,Private
56,7,0,0,40,Private
49,9,0,0,40,Private
45,4,0,0,20,Private
46,9,0,0,50,Private
39,9,0,0,40,Private
34,7,0,0,40,Local-gov
46,9,0,0,40,Private
41,9,0,0,60,Private
48,13,0,0,35,Private
71,5,0,0,39,Private
26,13,0,0,40,Federal-gov
47,9,0,0,40,Self-emp-inc
23,9,0,0,40,Private
65,9,0,0,55,Private
60,9,0,0,38,Private
35,9,0,0,40,Private
32,9,0,0,40,Private
36,9,0,0,38,State-gov
41,10,0,0,40,Federal-gov
24,9,0,0,20,Local-gov
45,9,0,0,40,Private
48,12,0,0,48,Private
20,10,0,0,25,Private
39,12,0,0,38,Local-gov
21,10,0,0,30,Private
49,13,0,2415,3,Private
30,9,0,0,40,Private
68,14,0,0,5,State-gov
30,14,0,0,50,Private
32,15,15024,0,40,Self-emp-not-inc
49,9,0,0,40,Private
24,10,0,0,50,Private
34,10,0,0,44,Private
40,13,0,0,40,Private
41,12,0,0,40,Private
23,9,0,0,30,Private
48,9,0,0,16,Private
56,9,0,0,21,Self-emp-inc
42,16,0,0,36,State-gov
37,10,0,0,40,Self-emp-not-inc
32,5,0,0,40,Private
40,9,0,0,40,Private
40,14,99999,0,52,Private
33,7,0,0,34,Private
58,9,0,0,40,Private
32,9,0,0,40,Private
47,10,5178,0,40,Private
41,9,0,0,38,State-gov
56,11,0,0,40,Federal-gov
22,9,0,0,60,Private
30,13,0,0,40,Private
32,13,0,0,40,Private
27,9,0,0,40,Private
35,13,15024,0,35,Private
37,9,1506,0,40,Private
48,9,0,0,46,Private
42,9,0,0,40,Private
35,13,0,0,40,Private
20,10,0,0,35,Local-gov
33,13,15024,0,55,Private
25,10,0,0,80,Private
29,13,0,0,40,State-gov
47,10,0,0,40,Private
28,13,0,0,55,Private
20,10,0,0,20,Private
30,13,0,0,40,Local-gov
48,12,0,0,40,Self-emp-not-inc
22,10,0,0,20,Private
57,6,0,0,35,Federal-gov
24,12,0,0,70,Self-emp-inc
32,4,0,0,35,Private
67,4,1086,0,15,Local-gov
22,10,0,0,40,Private
20,9,0,0,40,Private
29,3,0,0,42,Private
37,9,0,0,40,Private
30,13,0,0,40,Private
32,13,0,0,40,State-gov
31,13,0,0,40,Private
39,9,0,0,60,Self-emp-inc
48,9,0,0,50,Private
38,11,0,0,40,Private
25,11,0,0,35,Private
22,9,0,0,24,Private
17,6,0,0,15,Private
44,13,0,0,52,Private
28,13,0,0,50,Private
18,9,0,0,30,Private
37,6,0,0,40,Private
26,9,0,0,35,Private
43,10,0,0,28,Private
23,10,0,1504,40,Self-emp-not-inc
43,9,0,0,50,Private
45,9,15024,0,50,Private
34,9,0,0,35,Private
42,13,0,0,50,Private
22,10,0,0,44,Private
38,9,0,0,40,Private
35,9,0,0,40,Private
39,9,0,0,50,Private
44,10,0,0,40,Private
45,13,0,0,45,Federal-gov
25,10,0,0,40,Private
54,14,0,1887,38,Local-gov
47,3,0,0,40,Private
36,13,0,0,40,Private
48,13,0,2415,50,Private
66,9,0,0,20,Self-emp-not-inc
58,3,0,0,48,Private
25,9,0,0,40,Private
30,9,99999,0,40,Private
51,10,0,0,40,Self-emp-not-inc
30,13,0,2559,40,Private
20,10,0,0,30,Private
57,13,0,0,50,Self-emp-not-inc
23,10,0,0,20,Federal-gov
33,9,0,0,35,Self-emp-not-inc
47,10,0,0,37,Private
54,9,0,0,40,Private
75,6,0,0,40,Private
36,10,0,0,50,Self-emp-inc
51,9,3325,0,40,Private
32,9,0,0,40,Private
20,9,0,0,40,Private
20,10,0,0,40,Private
41,13,0,0,40,Self-emp-not-inc
31,14,0,0,40,Private
41,13,0,0,40,Private
56,9,0,0,36,Private
46,6,0,0,50,Private
59,9,0,0,40,Private
31,13,0,0,40,Private
20,9,0,0,23,Private
69,11,1848,0,50,Private
35,13,0,1977,50,Private
58,9,0,0,38,Private
21,10,0,0,45,Private
60,9,0,0,45,Private
29,9,0,0,40,Private
29,10,0,0,40,Self-emp-not-inc
53,9,0,0,40,Private
43,9,0,1848,40,Federal-gov
55,14,0,0,40,Local-gov
29,10,0,2258,45,Private
37,13,0,0,30,Private
37,9,0,0,40,Private
41,13,0,0,40,Private
57,9,0,0,40,Private
41,9,0,0,40,Private
49,13,0,0,40,Federal-gov
61,10,0,0,56,Private
44,9,0,0,52,Private
36,10,5178,0,50,Self-emp-not-inc
29,12,0,0,72,Local-gov
51,7,0,0,40,Local-gov
19,9,0,0,32,Private
53,6,0,0,40,Private
43,9,0,0,60,Private
42,9,2885,0,40,Private
44,2,0,0,40,Private
37,8,0,0,40,Self-emp-inc
24,13,0,0,25,Self-emp-not-inc
30,9,0,0,35,Private
56,10,3325,0,45,Private
58,10,0,0,40,Private
20,9,0,0,40,Private
36,10,0,0,50,Private
26,13,0,0,40,Private
42,9,0,0,60,Private
24,10,0,0,45,Private
26,9,0,0,56,Private
19,10,0,0,25,Local-gov
21,9,0,0,33,Private
43,16,0,0,40,State-gov
20,10,0,0,40,Private
47,9,0,0,40,Private
62,14,7688,0,40,Local-gov
46,10,5013,0,60,Self-emp-inc
54,13,0,1902,40,Local-gov
43,10,0,0,60,Self-emp-inc
34,9,0,0,80,Private
47,12,0,0,40,Local-gov
58,9,0,0,40,Private
20,9,0,0,35,Private
26,11,14344,0,40,Private
51,14,0,0,35,Local-gov
53,15,0,1887,40,Private
53,12,0,0,37,State-gov
46,13,0,0,45,Local-gov
32,7,0,0,40,Self-emp-inc
42,13,0,0,40,Private
28,9,0,0,40,Private
67,12,0,0,50,Self-emp-not-inc
23,10,0,0,50,Private
27,6,0,0,40,Private
65,9,0,0,25,Private
22,13,0,0,50,Self-emp-inc
27,10,0,0,30,Private
30,7,0,0,40,Private
44,13,0,0,65,Private
35,13,0,0,40,Private
27,9,0,0,40,Private
36,13,0,0,40,Local-gov
42,10,0,0,45,State-gov
32,10,0,0,34,Private
53,2,0,0,45,Private
41,10,0,0,40,Private
65,4,0,1668,31,Private
22,10,0,0,60,State-gov
65,9,0,0,16,Local-gov
21,10,0,0,40,Private
28,15,0,0,65,Private
24,13,0,0,50,Private
39,14,15024,0,50,Private
52,13,0,0,40,Private
18,9,0,0,12,Private
62,6,0,0,40,Private
28,6,0,0,80,Self-emp-not-inc
41,13,0,0,40,Private
28,5,6849,0,35,Private
43,10,3103,0,70,Private
61,13,0,0,40,State-gov
26,14,0,0,10,Private
34,13,0,0,40,Private
21,9,0,0,20,Local-gov
60,9,0,0,20,Private
28,9,0,0,35,Private
32,11,7298,0,70,Self-emp-not-inc
51,9,0,0,40,Private
48,7,0,0,56,Private
37,9,1151,0,40,Private
40,10,0,0,40,Private
44,4,0,0,40,Private
27,10,0,0,40,Private
55,11,0,0,30,Self-emp-not-inc
40,13,0,0,24,Private
30,13,0,0,70,Private
36,9,0,0,40,Private
74,4,0,0,40,Private
34,12,0,0,40,Federal-gov
48,11,0,0,42,Private
44,3,0,0,40,Private
48,9,14084,0,45,Private
25,9,0,0,65,Private
33,13,0,0,40,Private
49,13,0,0,40,Private
33,13,0,1974,30,Self-emp-not-inc
29,13,0,0,50,Private
47,13,0,1977,55,Federal-gov
33,9,0,0,44,Private
65,15,0,0,48,Private
17,6,0,0,15,Private
58,13,0,0,40,Private
55,10,0,0,40,Private
37,10,0,0,48,Self-emp-not-inc
60,9,0,0,45,Private
25,9,0,0,45,Private
34,9,0,0,40,Private
26,13,0,0,72,Private
34,9,0,0,40,Private
48,13,0,0,40,State-gov
34,9,0,0,40,Private
25,11,0,0,42,Private
20,10,0,0,15,Private
38,15,0,0,50,Private
69,14,0,0,40,Private
27,9,0,0,40,Local-gov
32,10,0,0,40,Private
65,9,2993,0,40,Private
22,13,0,0,8,Private
25,9,0,0,40,Private
40,9,0,0,25,Private
29,13,0,0,55,Local-gov
33,13,0,0,40,Private
60,3,0,0,40,Private
28,9,0,0,40,Federal-gov
28,9,0,0,39,Private
72,4,2290,0,45,Self-emp-not-inc
35,13,7298,0,48,Private
33,10,0,0,99,State-gov
36,14,0,0,45,Private
18,9,0,0,32,Private
38,10,0,0,20,Self-emp-inc
48,13,0,0,40,Private
22,11,0,0,20,Private
29,13,0,0,40,Private
81,13,0,0,30,Self-emp-not-inc
19,9,0,0,25,Private
